Basidiospore,Length,Width,Q (length/width)
1,11,12,0.9
2,11,11.5,1.0
3,11,11,1.0
4,11,11,1.0
5,11,12.5,0.9
6,11,11,1.0
7,11,12.5,0.9
8,10.5,11.5,0.9
9,11.5,13,0.9
10,10,11,0.9
11,11,10.5,1.0
12,10,10.5,1.0
13,11,10.5,1.0
14,11,11.5,1.0
15,11.5,11.5,1.0
16,8.5,10,0.9
17,11,10.5,1.0
18,12,12,1.0
19,10.5,10,1.1
20,11,10.5,1.0
21,10.5,12.5,0.8
22,11,11.5,1.0
23,12,12.5,1.0
24,10,10,1.0
25,11,11,1.0
