Basidiospore,Length,Width,Q (length/width)
1,9,7,1.29
2,8,6.5,1.23
3,9.5,6.5,1.46
4,8.5,7,1.21
5,8.5,6.5,1.31
6,8,6,1.33
7,9.5,7,1.36
8,10,8,1.25
9,8,6,1.33
10,9,6.5,1.38
11,8.5,7.5,1.13
12,8,6.5,1.23
13,8.5,7,1.21
14,8.5,7,1.21
15,8,6.5,1.23
16,9,7,1.29
17,9.5,6.5,1.46
18,8,7.5,1.07
19,10,8,1.25
20,8.5,6,1.42
21,8.5,7.5,1.13
22,8.5,6.5,1.31
23,9,7.5,1.20
24,9,6.5,1.38
25,10,7,1.43
