Basidiospore,Length,Width,Q (length/width)
1,9,7.5,1.20
2,9.5,7,1.36
3,11,7.5,1.47
4,11,7,1.57
5,10.5,7.5,1.40
6,11.5,7.5,1.53
7,11.5,7.5,1.53
8,10.5,8,1.31
9,9.5,7.5,1.27
10,11.6,7.5,1.55
11,10.5,8,1.31
12,10,8,1.25
13,9,7.5,1.20
14,6,7.5,0.80
15,8,8,1.00
16,9,7.5,1.20
17,9.5,6.5,1.46
18,9.5,7.5,1.27
19,11.5,8,1.44
20,10.5,7.5,1.40
21,11.5,8,1.44
22,10,7,1.43
23,10,7,1.43
24,8.5,7,1.21
25,8.5,7,1.21
