Basidiospore,Length,Width,Q (length/width)
1,9,7,1.29
2,8.5,7,1.21
3,10.5,7,1.50
4,8,7.5,1.07
5,6.5,6,1.08
6,7.5,6,1.25
7,10,8,1.25
8,9,8.5,1.06
9,12,7.5,1.60
10,8.5,7,1.21
11,7.5,6.5,1.15
12,7,6.5,1.08
13,7,6,1.17
14,8.5,7,1.21
15,8.5,7.5,1.13
16,9,7,1.29
17,12,9.5,1.26
18,8.5,8.5,1.00
19,8.5,7,1.21
20,7.5,6.5,1.15
21,7.5,6.5,1.15
22,8,6.5,1.23
23,9.5,7,1.36
24,8,7,1.14
25,9,8,1.13
