Basidiospore,Length,Width,Q (length/width)
1,11,9,1.22
2,10,9,1.11
3,10.5,10,1.05
4,11,10,1.10
5,9,9.5,0.95
6,10.5,10.5,1.00
7,11,9,1.22
8,11,11,1.00
9,12,11,1.09
10,11.5,11,1.05
11,11,11,1.00
12,9.5,10,0.95
13,10,10,1.00
14,9.5,10,0.95
15,9.5,10,0.95
16,10,9,1.11
17,10,10.5,0.95
18,10.5,10,1.05
19,10,9.5,1.05
20,9,9,1.00
21,9,8.5,1.06
22,9,9,1.00
23,10,9.5,1.05
